respondent_id,h1n1_vaccine,seasonal_vaccine
26843,0.05356805771589279,0.034908756613731384
26844,0.0568523183465004,0.36615321040153503
26845,0.08290582150220871,0.8034929633140564
26846,0.08781808614730835,0.862721860408783
26847,0.313464492559433,0.1071886420249939
26848,0.04266325384378433,0.7870622873306274
26849,0.25562575459480286,0.5275641679763794
26850,0.47090524435043335,0.3482295572757721
26851,0.0357285737991333,0.04130575433373451
26852,0.03311748802661896,0.06502660363912582
26853,0.49072664976119995,0.2443685084581375
26854,0.028734318912029266,0.07151275128126144
26855,0.5497658848762512,0.9523572325706482
26856,0.1291041374206543,0.01767762005329132
26857,0.49870458245277405,0.04280579835176468
26858,0.11960886418819427,0.543189287185669
26859,0.06977147608995438,0.09846525639295578
26860,0.12989312410354614,0.07038111984729767
26861,0.0639893040060997,0.04997439309954643
26862,0.07120268046855927,0.21892155706882477
26863,0.13129062950611115,0.35078656673431396
26864,0.5062553882598877,0.4833720028400421
26865,0.014477499760687351,0.03190849348902702
26866,0.15136012434959412,0.5031929016113281
26867,0.08404967933893204,0.08567005395889282
26868,0.920997679233551,0.9663093686103821
26869,0.06275906413793564,0.18162912130355835
26870,0.649174153804779,0.9462804794311523
26871,0.05170884355902672,0.03377080708742142
26872,0.0648222267627716,0.3075650632381439
26873,0.09569604694843292,0.7367429137229919
26874,0.06487103551626205,0.10182449966669083
26875,0.6474049091339111,0.965539276599884
26876,0.056457385420799255,0.024424787610769272
26877,0.04832563176751137,0.09339416772127151
26878,0.23146550357341766,0.2943148910999298
26879,0.02107468619942665,0.03153096139431
26880,0.08406733721494675,0.1686173379421234
26881,0.021560240536928177,0.05082938075065613
26882,0.03150011599063873,0.0420449823141098
26883,0.056398339569568634,0.168387770652771
26884,0.09415498375892639,0.13850532472133636
26885,0.1933848261833191,0.745747447013855
26886,0.1428222805261612,0.8498395085334778
26887,0.6049201488494873,0.944241464138031
26888,0.9179514050483704,0.9759609699249268
26889,0.051295459270477295,0.09097689390182495
26890,0.1347707062959671,0.28068551421165466
26891,0.5649641156196594,0.9107827544212341
26892,0.05889303982257843,0.7355948090553284
26893,0.0339859202504158,0.07695357501506805
26894,0.11014383286237717,0.15844516456127167
26895,0.07044822722673416,0.8452048897743225
26896,0.05180497467517853,0.04577259346842766
26897,0.037468135356903076,0.4171378016471863
26898,0.1740039438009262,0.456153005361557
26899,0.050012242048978806,0.06514357775449753
26900,0.08054660260677338,0.15540829300880432
26901,0.02931773103773594,0.24328497052192688
26902,0.2204705774784088,0.918716549873352
26903,0.200215682387352,0.08366108685731888
26904,0.06119615212082863,0.3660835325717926
26905,0.3527155816555023,0.8204025626182556
26906,0.05156189575791359,0.35938143730163574
26907,0.007333448622375727,0.6221867203712463
26908,0.15468750894069672,0.8413410782814026
26909,0.08205761015415192,0.14259332418441772
26910,0.17334160208702087,0.24484118819236755
26911,0.06122538074851036,0.07537590712308884
26912,0.4643426835536957,0.8519420027732849
26913,0.7244551777839661,0.9304486513137817
26914,0.06538956612348557,0.1665339469909668
26915,0.1397593766450882,0.4302818477153778
26916,0.052995361387729645,0.24151499569416046
26917,0.014050476253032684,0.033779241144657135
26918,0.8776245713233948,0.9720780849456787
26919,0.27375611662864685,0.408092200756073
26920,0.03339548781514168,0.1046043187379837
26921,0.10759304463863373,0.8503562808036804
26922,0.04139662906527519,0.768677830696106
26923,0.1229785680770874,0.45090270042419434
26924,0.8148894309997559,0.9775537848472595
26925,0.09858047217130661,0.7491949200630188
26926,0.3205448091030121,0.2697720229625702
26927,0.30567577481269836,0.49020227789878845
26928,0.07675329595804214,0.5357444286346436
26929,0.046364668756723404,0.12853777408599854
26930,0.7258355617523193,0.9548816680908203
26931,0.13187825679779053,0.30714571475982666
26932,0.04329628869891167,0.9445682764053345
26933,0.05941839888691902,0.6482514142990112
26934,0.49854347109794617,0.41155460476875305
26935,0.16138722002506256,0.399545818567276
26936,0.3017924726009369,0.2084595263004303
26937,0.3483809530735016,0.7564986944198608
26938,0.060659829527139664,0.029973013326525688
26939,0.025114096701145172,0.05335370823740959
26940,0.08044776320457458,0.1432565450668335
26941,0.0540691539645195,0.34937453269958496
26942,0.5659486651420593,0.9590747952461243
26943,0.11502464860677719,0.6266126036643982
26944,0.09299347549676895,0.12759973108768463
26945,0.10110456496477127,0.5567137002944946
26946,0.13086605072021484,0.6630067229270935
26947,0.1850985437631607,0.49501100182533264
26948,0.022393720224499702,0.05577407777309418
26949,0.03216850385069847,0.082781121134758
26950,0.052577052265405655,0.6238358020782471
26951,0.05808738246560097,0.23924174904823303
26952,0.8258625268936157,0.9726324677467346
26953,0.7602129578590393,0.9771362543106079
26954,0.03065306879580021,0.078392893075943
26955,0.15818777680397034,0.6233620643615723
26956,0.10267055034637451,0.1765677034854889
26957,0.028595248237252235,0.9521909356117249
26958,0.21178099513053894,0.789229691028595
26959,0.036999914795160294,0.1588212549686432
26960,0.02774665877223015,0.03466689586639404
26961,0.2503200173377991,0.41787856817245483
26962,0.18572604656219482,0.8692787885665894
26963,0.1668967306613922,0.24315378069877625
26964,0.08746575564146042,0.2541332542896271
26965,0.8458960056304932,0.9686778783798218
26966,0.04975556954741478,0.062490470707416534
26967,0.1477086991071701,0.43107926845550537
26968,0.052027713507413864,0.8591532111167908
26969,0.03430306911468506,0.10161801427602768
26970,0.6075996160507202,0.4421074688434601
26971,0.05985727906227112,0.12326082587242126
26972,0.01615786738693714,0.029261760413646698
26973,0.03334211930632591,0.09538841992616653
26974,0.13714803755283356,0.15986008942127228
26975,0.06393244117498398,0.7175124287605286
26976,0.8752672672271729,0.7118687033653259
26977,0.07038190215826035,0.26051560044288635
26978,0.017814690247178078,0.8970226645469666
26979,0.48570334911346436,0.7264553308486938
26980,0.06824085861444473,0.08072486519813538
26981,0.04069146513938904,0.3356732726097107
26982,0.6737489104270935,0.969575047492981
26983,0.16853773593902588,0.45519793033599854
26984,0.06083984673023224,0.09775540232658386
26985,0.03908715769648552,0.06772830337285995
26986,0.09017163515090942,0.2880520224571228
26987,0.057709190994501114,0.12921631336212158
26988,0.03605615720152855,0.0712958574295044
26989,0.32708442211151123,0.7708486914634705
26990,0.01566700078547001,0.06447260826826096
26991,0.29160523414611816,0.3415771722793579
26992,0.2804550230503082,0.24267970025539398
26993,0.11220797151327133,0.8319084048271179
26994,0.07698114216327667,0.27723270654678345
26995,0.13601016998291016,0.33087870478630066
26996,0.33199942111968994,0.2108037769794464
26997,0.023197151720523834,0.047391127794981
26998,0.043980672955513,0.04062606021761894
26999,0.3570316731929779,0.3112253248691559
27000,0.10209502279758453,0.30246734619140625
27001,0.06898350268602371,0.8396462798118591
27002,0.010225946083664894,0.2526668906211853
27003,0.018741978332400322,0.03120552748441696
27004,0.1097540557384491,0.1880933940410614
27005,0.4091493487358093,0.8027798533439636
27006,0.8188379406929016,0.9500237703323364
27007,0.049401842057704926,0.06762928515672684
27008,0.05850568786263466,0.056597352027893066
27009,0.06986849009990692,0.2515745162963867
27010,0.0684886947274208,0.13896720111370087
27011,0.08861144632101059,0.09471073001623154
27012,0.20982904732227325,0.40180036425590515
27013,0.11817532032728195,0.36634185910224915
27014,0.044230103492736816,0.23898857831954956
27015,0.10690310597419739,0.12318079173564911
27016,0.14097793400287628,0.26347216963768005
27017,0.4346185028553009,0.681113600730896
27018,0.0552179291844368,0.24251577258110046
27019,0.8461810350418091,0.9817551374435425
27020,0.1959991753101349,0.10099948197603226
27021,0.11374149471521378,0.6062809228897095
27022,0.171726256608963,0.17416097223758698
27023,0.12143778055906296,0.14663399755954742
27024,0.11304253339767456,0.32222360372543335
27025,0.11258106678724289,0.032847777009010315
27026,0.12303368747234344,0.5455488562583923
27027,0.10353340953588486,0.8517940044403076
27028,0.3529414236545563,0.8208786845207214
27029,0.05638514831662178,0.21019533276557922
27030,0.15797729790210724,0.11298821121454239
27031,0.23096013069152832,0.7953535318374634
27032,0.22630412876605988,0.47081485390663147
27033,0.2682843804359436,0.6428627371788025
27034,0.023556744679808617,0.7385383248329163
27035,0.0900682732462883,0.18148671090602875
27036,0.19697661697864532,0.7388139963150024
27037,0.4624313712120056,0.48944559693336487
27038,0.04139101132750511,0.02414957992732525
27039,0.806932270526886,0.9657143354415894
27040,0.23690682649612427,0.1630067378282547
27041,0.14158718287944794,0.6967998743057251
27042,0.07911709696054459,0.5540125370025635
27043,0.3767250180244446,0.5601498484611511
27044,0.017092326655983925,0.046897124499082565
27045,0.13135986030101776,0.5048195719718933
27046,0.05553976073861122,0.09758038818836212
27047,0.5974148511886597,0.7376530170440674
27048,0.25059694051742554,0.5060521960258484
27049,0.3212079107761383,0.8933901190757751
27050,0.0446680411696434,0.5621280074119568
27051,0.14543920755386353,0.22723637521266937
27052,0.06752625852823257,0.1624232828617096
27053,0.8612551689147949,0.9747837781906128
27054,0.03942863643169403,0.06781373918056488
27055,0.08315643668174744,0.8939997553825378
27056,0.09067084640264511,0.051609814167022705
27057,0.026898128911852837,0.023021390661597252
27058,0.8776464462280273,0.9610694050788879
27059,0.04643450304865837,0.09797275811433792
27060,0.017746245488524437,0.288003146648407
27061,0.0782572478055954,0.5621474981307983
27062,0.056696657091379166,0.5064022541046143
27063,0.06483202427625656,0.5641983151435852
27064,0.19598239660263062,0.5542504191398621
27065,0.05547502264380455,0.3233874440193176
27066,0.045135948807001114,0.5745251774787903
27067,0.4412498474121094,0.6377275586128235
27068,0.7918209433555603,0.9589610695838928
27069,0.6679092049598694,0.9703240990638733
27070,0.03303508087992668,0.0557127483189106
27071,0.0681895762681961,0.07019128650426865
27072,0.07601553946733475,0.4836745858192444
27073,0.024931523948907852,0.9092845320701599
27074,0.04758399352431297,0.23400814831256866
27075,0.6732226014137268,0.9201738238334656
27076,0.6663874387741089,0.8442407250404358
27077,0.02326159179210663,0.06241153925657272
27078,0.25530335307121277,0.8543801307678223
27079,0.2655135691165924,0.8146978616714478
27080,0.06446351855993271,0.11663451045751572
27081,0.02903195470571518,0.7455765008926392
27082,0.12956973910331726,0.2270033359527588
27083,0.06392857432365417,0.19288180768489838
27084,0.8507997989654541,0.73125821352005
27085,0.034364860504865646,0.036953601986169815
27086,0.07268588244915009,0.07202174514532089
27087,0.12804433703422546,0.17321181297302246
27088,0.17598241567611694,0.4858224093914032
27089,0.1290685534477234,0.09321310371160507
27090,0.29492416977882385,0.6084080934524536
27091,0.568882167339325,0.6512317061424255
27092,0.07872693240642548,0.14787255227565765
27093,0.16237317025661469,0.15085537731647491
27094,0.008861352689564228,0.04720105230808258
27095,0.09443145245313644,0.5228310227394104
27096,0.07121378183364868,0.11422353982925415
27097,0.4994204342365265,0.4633588492870331
27098,0.5013131499290466,0.9420487880706787
27099,0.15162871778011322,0.4261240065097809
27100,0.13708330690860748,0.8470461368560791
27101,0.1373443752527237,0.6309796571731567
27102,0.0875111073255539,0.8434800505638123
27103,0.011884392239153385,0.0687413141131401
27104,0.22512802481651306,0.2825782001018524
27105,0.05964409559965134,0.4146147668361664
27106,0.7640895247459412,0.9603972434997559
27107,0.41716811060905457,0.4866829812526703
27108,0.08752349764108658,0.14213618636131287
27109,0.08506635576486588,0.08043962717056274
27110,0.10549505054950714,0.36529380083084106
27111,0.049921125173568726,0.38938671350479126
27112,0.2728833854198456,0.38064923882484436
27113,0.0675138458609581,0.10666076093912125
27114,0.09728609770536423,0.15221309661865234
27115,0.403028666973114,0.6972032189369202
27116,0.1438087373971939,0.927527904510498
27117,0.039906591176986694,0.0631483793258667
27118,0.15557685494422913,0.4981297254562378
27119,0.06760118901729584,0.24325212836265564
27120,0.31660106778144836,0.9443656206130981
27121,0.013010180555284023,0.8326162695884705
27122,0.05583157390356064,0.29748430848121643
27123,0.06703366339206696,0.10409867018461227
27124,0.0537385419011116,0.10503128916025162
27125,0.039538588374853134,0.05886508524417877
27126,0.1945902407169342,0.06252464652061462
27127,0.08688607066869736,0.12198644876480103
27128,0.12963181734085083,0.44891542196273804
27129,0.6545128226280212,0.8009515404701233
27130,0.19950932264328003,0.18555103242397308
27131,0.05645957961678505,0.054528653621673584
27132,0.4543687105178833,0.8093470931053162
27133,0.14750584959983826,0.6064687371253967
27134,0.7752782106399536,0.985742449760437
27135,0.18674853444099426,0.4638666808605194
27136,0.05022626742720604,0.4773421585559845
27137,0.04291152581572533,0.10923942178487778
27138,0.14635875821113586,0.39319854974746704
27139,0.11321159452199936,0.09396147727966309
27140,0.9134417772293091,0.9830606579780579
27141,0.4914419949054718,0.528836727142334
27142,0.06465914100408554,0.20160409808158875
27143,0.26658308506011963,0.34147199988365173
27144,0.06445001810789108,0.03898032009601593
27145,0.4760607182979584,0.4729728698730469
27146,0.07272548973560333,0.9439578652381897
27147,0.04746495187282562,0.17489580810070038
27148,0.1485612690448761,0.06785698980093002
27149,0.1706424504518509,0.09261801093816757
27150,0.44274547696113586,0.9423718452453613
27151,0.173218235373497,0.7987642884254456
27152,0.022557249292731285,0.16210401058197021
27153,0.21193315088748932,0.7722497582435608
27154,0.6173684000968933,0.9499173760414124
27155,0.1866157352924347,0.5285964012145996
27156,0.013700034469366074,0.275898277759552
27157,0.016684483736753464,0.6367093920707703
27158,0.061581846326589584,0.3170453608036041
27159,0.036461520940065384,0.11442197114229202
27160,0.21738168597221375,0.1357327699661255
27161,0.2650628685951233,0.48090970516204834
27162,0.14817015826702118,0.9161089658737183
27163,0.5066827535629272,0.7689768671989441
27164,0.26959168910980225,0.07931745797395706
27165,0.5038997530937195,0.9345941543579102
27166,0.17782028019428253,0.20465484261512756
27167,0.0800011083483696,0.520815908908844
27168,0.14944471418857574,0.5654527544975281
27169,0.4945783019065857,0.4106265604496002
27170,0.3660351037979126,0.8888792991638184
27171,0.043812766671180725,0.2097375988960266
27172,0.059253573417663574,0.8706138134002686
27173,0.32674047350883484,0.34321364760398865
27174,0.06843329221010208,0.04081184044480324
27175,0.06656364351511002,0.07057033479213715
27176,0.6915032267570496,0.9648656845092773
27177,0.824370265007019,0.9760069251060486
27178,0.15440863370895386,0.22895784676074982
27179,0.062393445521593094,0.16938284039497375
27180,0.30995693802833557,0.23587127029895782
27181,0.021429644897580147,0.8999207615852356
27182,0.5725255012512207,0.9633001089096069
27183,0.04534967988729477,0.7147186994552612
27184,0.02908523567020893,0.37771955132484436
27185,0.4685421586036682,0.6835784912109375
27186,0.15805333852767944,0.6471997499465942
27187,0.05095404386520386,0.07927393913269043
27188,0.06945406645536423,0.323074609041214
27189,0.07430603355169296,0.5876498818397522
27190,0.4941084682941437,0.7414708733558655
27191,0.08860938251018524,0.9187700748443604
27192,0.4288799464702606,0.7206706404685974
27193,0.012738260440528393,0.11089898645877838
27194,0.10001926869153976,0.337960422039032
27195,0.038896214216947556,0.19348424673080444
27196,0.23307223618030548,0.13869094848632812
27197,0.06987670063972473,0.7591323256492615
27198,0.8492723703384399,0.9869424104690552
27199,0.03452179208397865,0.14482899010181427
27200,0.2719199061393738,0.5792620182037354
27201,0.6062832474708557,0.9582971930503845
27202,0.04357784613966942,0.06194508075714111
27203,0.054265569895505905,0.0784313753247261
27204,0.022542644292116165,0.04642011970281601
27205,0.07526460289955139,0.15716135501861572
27206,0.12131475657224655,0.19464808702468872
27207,0.09269911050796509,0.1355796903371811
27208,0.8259461522102356,0.6107463836669922
27209,0.10832984000444412,0.19154275953769684
27210,0.34999388456344604,0.19691745936870575
27211,0.11681485921144485,0.15981878340244293
27212,0.6410210728645325,0.9752019047737122
27213,0.40680405497550964,0.30812984704971313
27214,0.01950523629784584,0.0390697717666626
27215,0.204871267080307,0.7171764969825745
27216,0.09319758415222168,0.8844939470291138
27217,0.08890662342309952,0.2953163683414459
27218,0.5252649784088135,0.9745680093765259
27219,0.49961549043655396,0.5115572810173035
27220,0.1735692322254181,0.2619262933731079
27221,0.14404746890068054,0.7675924301147461
27222,0.12938764691352844,0.48399829864501953
27223,0.05303329601883888,0.7582914233207703
27224,0.16547507047653198,0.6660522222518921
27225,0.2103378027677536,0.17505760490894318
27226,0.021590419113636017,0.1987748146057129
27227,0.12719322741031647,0.1985742449760437
27228,0.5080572962760925,0.9193263053894043
27229,0.5151312947273254,0.9492769837379456
27230,0.1379379779100418,0.9482090473175049
27231,0.4008327126502991,0.8728945255279541
27232,0.06612341105937958,0.41772133111953735
27233,0.32531800866127014,0.12056463956832886
27234,0.05838480964303017,0.05036592856049538
27235,0.8713997602462769,0.9797492027282715
27236,0.07808860391378403,0.9404548406600952
27237,0.39373552799224854,0.4763927757740021
27238,0.38584139943122864,0.747522234916687
27239,0.3236270248889923,0.1573454737663269
27240,0.11851993948221207,0.3026820123195648
27241,0.06572432816028595,0.12816259264945984
27242,0.08234880864620209,0.45424187183380127
27243,0.042523980140686035,0.06781432777643204
27244,0.03913656249642372,0.06058037281036377
27245,0.12165369093418121,0.23492597043514252
27246,0.7782288789749146,0.964805543422699
27247,0.21019594371318817,0.9139475226402283
27248,0.14200729131698608,0.7681475281715393
27249,0.11705002188682556,0.4525921046733856
27250,0.06700868904590607,0.1534627377986908
27251,0.09323148429393768,0.29597097635269165
27252,0.29666006565093994,0.39941537380218506
27253,0.0653386265039444,0.911623477935791
27254,0.8998050689697266,0.9776443839073181
27255,0.11055529117584229,0.23832735419273376
27256,0.6506921052932739,0.9881887435913086
27257,0.43487390875816345,0.3000781536102295
27258,0.512766420841217,0.9199441075325012
27259,0.7676370739936829,0.9281399846076965
27260,0.1126067191362381,0.5482907891273499
27261,0.09416055679321289,0.6654817461967468
27262,0.23466181755065918,0.4248049557209015
27263,0.1189124584197998,0.05933656170964241
27264,0.06562202423810959,0.047062817960977554
27265,0.04607958719134331,0.23340743780136108
27266,0.20990398526191711,0.29929250478744507
27267,0.17340320348739624,0.6146023273468018
27268,0.03729511797428131,0.04689282178878784
27269,0.662460207939148,0.42226216197013855
27270,0.04462476074695587,0.0831921249628067
27271,0.04488619789481163,0.23070871829986572
27272,0.021898653358221054,0.37084513902664185
27273,0.036330174654722214,0.18212297558784485
27274,0.1418330818414688,0.2911524772644043
27275,0.20443888008594513,0.3372804820537567
27276,0.037647996097803116,0.11921720206737518
27277,0.03146157041192055,0.9126434326171875
27278,0.13424576818943024,0.19064868986606598
27279,0.08828239887952805,0.20195354521274567
27280,0.2993696630001068,0.2179555743932724
27281,0.085319884121418,0.2906826138496399
27282,0.05019017308950424,0.8806841373443604
27283,0.017229506745934486,0.06862324476242065
27284,0.20374134182929993,0.3624333143234253
27285,0.07252217084169388,0.41188353300094604
27286,0.10738988220691681,0.28026941418647766
27287,0.24279336631298065,0.44943350553512573
27288,0.5241047143936157,0.9301812648773193
27289,0.3690462112426758,0.36598795652389526
27290,0.04766947031021118,0.06171388924121857
27291,0.7027418613433838,0.9487355947494507
27292,0.036658450961112976,0.5442770719528198
27293,0.10268210619688034,0.9586795568466187
27294,0.02607978880405426,0.04417228698730469
27295,0.19367489218711853,0.9067727327346802
27296,0.07962685823440552,0.7425427436828613
27297,0.04215282201766968,0.782780647277832
27298,0.10481857508420944,0.25941020250320435
27299,0.22902187705039978,0.5126128792762756
27300,0.09197350591421127,0.9072505235671997
27301,0.011224501766264439,0.027278635650873184
27302,0.19169408082962036,0.77601557970047
27303,0.0349922850728035,0.1472378820180893
27304,0.09085934609174728,0.8242233395576477
27305,0.033460550010204315,0.020034948363900185
27306,0.17654597759246826,0.439477801322937
27307,0.8325546979904175,0.9446879625320435
27308,0.12303639948368073,0.14524640142917633
27309,0.6424307823181152,0.9866891503334045
27310,0.0627063736319542,0.09504906088113785
27311,0.12435818463563919,0.11483451724052429
27312,0.10342073440551758,0.39192473888397217
27313,0.05844070017337799,0.09823182225227356
27314,0.03606236353516579,0.03478778153657913
27315,0.11724704504013062,0.2329246997833252
27316,0.4413119852542877,0.6695577502250671
27317,0.09902960062026978,0.14380118250846863
27318,0.33241334557533264,0.20792128145694733
27319,0.41472378373146057,0.8571280837059021
27320,0.48931917548179626,0.6810805797576904
27321,0.03832444176077843,0.7432576417922974
27322,0.29033273458480835,0.10511673241853714
27323,0.09348005801439285,0.5370883345603943
27324,0.425123393535614,0.5311716794967651
27325,0.771507740020752,0.9675416350364685
27326,0.14667846262454987,0.7014073133468628
27327,0.3025650978088379,0.3817371428012848
27328,0.28149107098579407,0.2788794934749603
27329,0.10882669687271118,0.19587764143943787
27330,0.012218290939927101,0.5248914361000061
27331,0.0736495703458786,0.12043455988168716
27332,0.14391198754310608,0.8979014158248901
27333,0.8271555304527283,0.8974558711051941
27334,0.04063071683049202,0.02736883983016014
27335,0.20940560102462769,0.05883476510643959
27336,0.05372191220521927,0.11376456916332245
27337,0.2475406527519226,0.890862762928009
27338,0.23068903386592865,0.35891684889793396
27339,0.2829119563102722,0.1563810557126999
27340,0.011303326115012169,0.10232625156641006
27341,0.15035192668437958,0.4749689996242523
27342,0.03608718514442444,0.5558350682258606
27343,0.037453725934028625,0.046745266765356064
27344,0.3340301811695099,0.4215303063392639
27345,0.08238789439201355,0.1789853572845459
27346,0.5885183811187744,0.9726641774177551
27347,0.7368581891059875,0.9542955160140991
27348,0.12223123013973236,0.20936685800552368
27349,0.0551794208586216,0.15583069622516632
27350,0.15768399834632874,0.929557740688324
27351,0.8316269516944885,0.9374428391456604
27352,0.08046098798513412,0.24069058895111084
27353,0.033191878348588943,0.10672654956579208
27354,0.130806103348732,0.7535945773124695
27355,0.20719431340694427,0.13186754286289215
27356,0.24644559621810913,0.5898658037185669
27357,0.05553976073861122,0.32583385705947876
27358,0.18740029633045197,0.592395007610321
27359,0.38791602849960327,0.6450150609016418
27360,0.11066924035549164,0.5270859003067017
27361,0.05014326423406601,0.919304370880127
27362,0.25328272581100464,0.3731258511543274
27363,0.11737443506717682,0.2203240692615509
27364,0.0719490796327591,0.35414621233940125
27365,0.2492908388376236,0.4490891993045807
27366,0.47388702630996704,0.5568671822547913
27367,0.33584725856781006,0.3456113934516907
27368,0.08748200535774231,0.6312585473060608
27369,0.04576626420021057,0.04498638957738876
27370,0.030654767528176308,0.8957180976867676
27371,0.3241899311542511,0.23673991858959198
27372,0.05076008662581444,0.10438576340675354
27373,0.8076232075691223,0.906980574131012
